title,questionType,difficulty,subjectId,text,gradeLevel,option1,option1Correct,option1Feedback,option2,option2Correct,option2Feedback,option3,option3Correct,option3Feedback,option4,option4Correct,option4Feedback,correctAnswer,tolerance,explanation,hint
"Integrated Science & Inquiry (Y8) Question 81",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,56,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 82",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 83",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 84",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,100,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 85",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 86",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 87",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,28,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 88",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 89",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 90",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,26,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 91",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 92",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 93",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,35,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 94",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 95",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 96",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,71,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 97",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 98",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 99",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,71,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 100",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 101",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 102",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,66,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 103",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 104",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 105",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,12,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 106",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 107",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 108",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,60,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 109",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 110",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 111",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,79,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 112",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 113",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 114",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,68,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 115",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 116",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 117",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,84,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 118",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 119",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 120",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,97,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 121",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 122",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",2,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 123",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",3,,,,,,,,,,,,,85,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 124",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",4,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 125",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",5,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 126",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",6,,,,,,,,,,,,,10,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 127",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",7,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 128",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",8,,,,,,,,,,,,,false,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 129",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",9,,,,,,,,,,,,,71,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 130",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",10,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 131",TRUE_FALSE,MEDIUM,cmesxd5h6001htxcfbvidnh6t,"This is a sample true false question for Integrated Science & Inquiry (Y8).",11,,,,,,,,,,,,,true,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 132",NUMERIC,HARD,cmesxd5h6001htxcfbvidnh6t,"This is a sample numeric question for Integrated Science & Inquiry (Y8).",12,,,,,,,,,,,,,42,0.1,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
"Integrated Science & Inquiry (Y8) Question 133",MULTIPLE_CHOICE,EASY,cmesxd5h6001htxcfbvidnh6t,"This is a sample multiple choice question for Integrated Science & Inquiry (Y8).",1,"Option A",true,"Correct!","Option B",false,"Incorrect.","Option C",false,"Not right.","Option D",false,"Wrong answer.",,,"Sample explanation for Integrated Science & Inquiry (Y8).","Sample hint for Integrated Science & Inquiry (Y8)."
